0.000000000000000000e+00,1.846623468399047852e+01,8.223220570564270020e+03,3.934000000000000341e+01
1.000000000000000000e+00,3.603906512260437012e+01,5.158848661899566650e+03,4.534000000000000341e+01
2.000000000000000000e+00,5.328981161117553711e+01,4.699172896504402161e+03,5.027000000000000313e+01
3.000000000000000000e+00,7.033996582031250000e+01,4.419674100875854492e+03,5.347999999999999687e+01
4.000000000000000000e+00,8.748525500297546387e+01,4.159051698565483093e+03,5.452000000000000313e+01
5.000000000000000000e+00,1.044466018676757812e+02,3.932744363427162170e+03,5.814999999999999858e+01
6.000000000000000000e+00,1.212456829547882080e+02,3.739533236026763916e+03,6.086999999999999744e+01
7.000000000000000000e+00,1.382134325504302979e+02,3.598182453751564026e+03,6.099000000000000199e+01
8.000000000000000000e+00,1.552791059017181396e+02,3.483885931730270386e+03,6.272999999999999687e+01
9.000000000000000000e+00,1.722898752689361572e+02,3.420011072635650635e+03,6.196000000000000085e+01
1.000000000000000000e+01,1.895432467460632324e+02,3.341456262707710266e+03,6.292999999999999972e+01
1.100000000000000000e+01,2.067720463275909424e+02,3.273695094585418701e+03,6.487999999999999545e+01
1.200000000000000000e+01,2.238219420909881592e+02,3.221187934160232544e+03,6.453000000000000114e+01
1.300000000000000000e+01,2.408677198886871338e+02,3.173363741517066956e+03,6.520000000000000284e+01
1.400000000000000000e+01,2.580119888782501221e+02,3.129911539673805237e+03,6.456000000000000227e+01
