0.000000000000000000e+00,2.660090470314025879e+01,7.188937649726867676e+03,1.833999999999999986e+01
1.000000000000000000e+00,5.271683955192565918e+01,5.418071236133575439e+03,4.472999999999999687e+01
2.000000000000000000e+00,7.896284604072570801e+01,3.927081672310829163e+03,6.113000000000000256e+01
3.000000000000000000e+00,1.051273696422576904e+02,2.969427885055541992e+03,6.781999999999999318e+01
4.000000000000000000e+00,1.309675471782684326e+02,2.345525771677494049e+03,7.104999999999999716e+01
5.000000000000000000e+00,1.570567128658294678e+02,1.862653314113616943e+03,7.484999999999999432e+01
6.000000000000000000e+00,1.830232675075531006e+02,1.432357872903347015e+03,7.465999999999999659e+01
7.000000000000000000e+00,2.092895421981811523e+02,1.052534252107143402e+03,7.570000000000000284e+01
8.000000000000000000e+00,2.354650683403015137e+02,7.381602619960904121e+02,7.614000000000000057e+01
9.000000000000000000e+00,2.615864112377166748e+02,5.191077425908297300e+02,7.634000000000000341e+01
1.000000000000000000e+01,2.876465568542480469e+02,3.790563331246376038e+02,7.623000000000000398e+01
1.100000000000000000e+01,3.140136671066284180e+02,3.177080886112526059e+02,7.662000000000000455e+01
1.200000000000000000e+01,3.403019568920135498e+02,2.635872123250737786e+02,7.692000000000000171e+01
1.300000000000000000e+01,3.663852245807647705e+02,2.277762317741289735e+02,7.539000000000000057e+01
1.400000000000000000e+01,3.923493239879608154e+02,2.047234347108751535e+02,7.648999999999999488e+01
